"","created_at","id","full_text","lang","retweet_count","favorite_count"
"14","Thu May 28 13:18:57 +0000 2020",1265995980798820352,"@OsmarTerra A estatística é a Ciencia de provar o que se quer por meios da disposição dos dados mais conveniente.
N… https://t.co/WLzNeHhGvP","pt",0,1
"15","Sat May 23 16:33:01 +0000 2020",1264232878969368576,"@viniciusdevita @MarcaoPsyfreak @meajudadeputada @samydana O que teríamos feito? Em primeiro lugar transparência em… https://t.co/eShIOEfHPY","pt",1,0
"16","Thu May 21 15:11:55 +0000 2020",1263487695952764928,"Feevale e SAP mytwitterdata promovem evento sobre mulheres na Ciencia de Dados https://t.co/zTuTfZckGs","pt",0,1
"17","Thu May 21 15:11:39 +0000 2020",1263487625857585152,"RT @ufrgsnoticias: Curso de extensão EAD aborda computação científica e Ciencia de Dados em Python. https://t.co/JgB1u4H1ZR https://t.co/mL…","pt",0,1
"18","Wed May 20 17:55:17 +0000 2020",1263166417798651904,"RT @andrizek: Dizem que o database não faz nada para combater a science. Mas eis as medidas:
- Atrasar a divulgação dos dados para depois do J…","pt",0,5
"19","Wed May 20 17:47:49 +0000 2020",1263164538922446848,"RT @dunossauro: Jovennns, hoje é dia de mais uma incrível live de python &lt;3

A incrível @mikaeriohana vai nos presentear com seus conhecime…","pt",0,4
"20","Wed May 20 17:47:48 +0000 2020",1263164537336991744,"@rocketseat Conteúdo relacionado a ciencia de dados","pt",1,5
"21","Wed May 20 17:47:48 +0000 2020",1263164535613128704,"ICS Digital: Fabricantes de sistemas do mundo revelam servidores com tecnologia NVIDIA A100 para aceleração de IA,… https://t.co/MstYfdT7d4","pt",0,4
"22","Wed May 20 17:47:47 +0000 2020",1263164533889208320,"Se as regras de distanciamento controlado do RS são baseadas em dados científicos, pq os prefeitos podem entrar com… https://t.co/9Hojv3B8QN","pt",0,4
"23","Wed May 20 17:47:47 +0000 2020",1263164532089905152,"RT @dii_lua: SEGURA ESSE FEAT!

@mikaeriohana e @dunossauro estão na Live de Python de hoje falando sobre Ciencia de Dados <U+2764><U+FE0F>

VEM
VEM
VEM…","pt",1,4
"24","Wed May 20 17:47:47 +0000 2020",1263164530395357184,"Infelizmente, parece q há (salvo engano meu) ainda poucas pesquisas sobre as melhores práticas pro caso de erro na… https://t.co/vXoH9z220V","pt",0,5
"25","Wed May 20 17:47:46 +0000 2020",1263164528453398528,"RT @cyberjpunk: @M473V5 @LuizPaniza @deccache Posso dizer também que o que está sendo gasto é menos do que deveria, como por exemplo na saú…","pt",0,9
"26","Wed May 20 12:20:20 +0000 2020",1263082125282115584,"Live de Python #127 - Como iniciar uma carreira em Ciencia de Dados? com... https://t.co/TKUCPd4fiW via @YouTube","pt",0,0
"27","Wed May 20 00:28:52 +0000 2020",1262903080963772416,"Supermicro impulsiona desempenho até 20 vezes em cargas de trabalho de Ciencia de Dados, HPC e IA com suporte para… https://t.co/Hi4fe8mTXs","pt",0,1
"28","Tue May 19 23:09:18 +0000 2020",1262883057847197696,"RT @elielson0710: A Ciencia de Dados ou o chamado Data Science 

 #datascience #bigdata 
https://t.co/V7YFqNUCdk https://t.co/yJWmHxlatG","es",0,1
"29","Tue May 19 23:09:06 +0000 2020",1262883004852076544,"A Ciencia de Dados ou o chamado Data Science 

 #datascience #bigdata 
https://t.co/V7YFqNUCdk https://t.co/yJWmHxlatG","und",0,0
"30","Mon May 18 19:06:18 +0000 2020",1262459513849950208,"RT @OlisomarP: MP pede e Judiciário atende e anula decreto municipal de reabertura do comércio. Usaram como fundamento a ausência de dados…","pt",0,1
"31","Mon May 18 19:02:51 +0000 2020",1262458649164820480,"Duas provinha hoje, projeto do produto e Ciencia de Dados..... que se num fosse o isolamento com aula online eu tin… https://t.co/ck0Mtuj5X7","pt",0,1
"32","Mon May 18 12:45:46 +0000 2020",1262363751627571200,"RT @dunossauro: Live de Python #127 - Como iniciar uma carreira em Ciencia de Dados? com Mikaeri Ohana https://t.co/pogxW3bpfr","en",1,0
"33","Mon May 18 12:45:11 +0000 2020",1262363603501539328,"@carademorango Estuda Ciencia de Dados mulher","pt",0,1
"34","Fri May 15 18:50:24 +0000 2020",1261368351407763456,"SEGURA ESSE FEAT!

@mikaeriohana e @dunossauro estão na Live de Python de hoje falando sobre Ciencia de Dados <U+2764><U+FE0F>

V… https://t.co/rjUWTAUv1b","pt",1,1
"35","Fri May 15 12:02:34 +0000 2020",1261265715761500160,"RT @dunossauro: Live de Python #127 - Como iniciar uma carreira em Ciencia de Dados? com Mikaeri Ohana https://t.co/pogxW3bpfr","pt",1,2
"36","Thu May 14 16:06:32 +0000 2020",1260964722901483520,"Live de Python #127 - Como iniciar uma carreira em Ciencia de Dados? com Mikaeri Ohana https://t.co/pogxW3bpfr","pt",0,4
"37","Thu May 14 13:34:30 +0000 2020",1260926463009648640,"Vamos falar de síndrome do vira-latas na Ciencia. Já perceberam que sempre o estrangeiros têm razão? Mesmo que vc d… https://t.co/BuHE2TvEKW","pt",0,0
"38","Thu May 14 13:31:10 +0000 2020",1260925623205195776,"RT @marceloufsj: Na medida do possível, venho tentando seguir princípios de Ciencia aberta, reprodutibilidade e transparência. Todo o códig…","pt",0,3
"39","Wed May 13 19:01:16 +0000 2020",1260646307359645696,"RT @Real_Leandrao: Mais um excelente video do Juliano.. Plutao tem tudo para ser mais um mundo com oceano de agua liquida nos seus interior…","pt",1,0
"40","Wed May 13 18:54:01 +0000 2020",1260644485651808256,"RT @dunossauro: Jovennns, hoje é dia de mais uma incrível live de python &lt;3

A incrível @mikaeriohana vai nos presentear com seus conhecime…","pt",1,1
"41","Wed May 13 18:53:25 +0000 2020",1260644332618477568,"RT @ufrgsnoticias: Curso de extensão EAD aborda computação científica e Ciencia de Dados em Python. https://t.co/JgB1u4H1ZR https://t.co/mL…","es",0,1
"42","Wed May 13 18:51:24 +0000 2020",1260643824474353664,"Muito legal a explicação da Angelica Caseri (angelicacaseri ) , sobre o quem é e o que faz um cientista de dados.… https://t.co/JONpAiGCfO","es",1,0
"43","Wed May 13 13:24:00 +0000 2020",1260561435412828160,"@NOrvalho @kimpkat Você não sabe ler? O negacionismo não está em apontar os dados de Nova York, e sim em deturpar a… https://t.co/lZNcYF7JmB","pt",0,0
"44","Wed May 13 13:21:53 +0000 2020",1260560900383281152,"Na medida do possível, venho tentando seguir princípios de Ciencia aberta, reprodutibilidade e transparência. Todo… https://t.co/pUCeK1cjfo","pt",0,0
"45","Tue May 12 23:42:15 +0000 2020",1260354632309706752,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",1,3
"46","Tue May 12 23:37:31 +0000 2020",1260353440926105600,"por deus a pessoa trabalha com Ciencia de Dados e ignora completamente o conceito de Ciencia me da paCiencia, universo","pt",0,1
"47","Tue May 12 15:42:03 +0000 2020",1260233786844950528,"MP pede e Judiciário atende e anula decreto municipal de reabertura do comércio. Usaram como fundamento a ausência… https://t.co/Qlhz6BsGiK","pt",0,4
"48","Mon Feb 10 13:47:18 +0000 2020",1226865225028296704,"RT @ufrgsnoticias: Curso de extensão EAD aborda computação científica e Ciencia de Dados em Python. https://t.co/JgB1u4H1ZR https://t.co/mL…","pt",0,1
"49","Mon Feb 10 11:31:52 +0000 2020",1226831141665230848,"RT @ufrgsnoticias: Curso de extensão EAD aborda computação científica e Ciencia de Dados em Python. https://t.co/JgB1u4H1ZR https://t.co/mL…","pt",0,0
"50","Mon Feb 10 02:15:55 +0000 2020",1226691234602921984,"RT @ufrgsnoticias: Curso de extensão EAD aborda computação científica e Ciencia de Dados em Python. https://t.co/JgB1u4H1ZR https://t.co/mL…","pt",0,1
"51","Mon Feb 10 02:13:13 +0000 2020",1226690552139276288,"Curso de extensão EAD aborda computação científica e Ciencia de Dados em Python. https://t.co/JgB1u4H1ZR https://t.co/mL30u7jVXl","pt",1,3
"52","Fri Feb 07 13:11:02 +0000 2020",1225768936957992960,"RT @dunossauro: Jovennns, hoje é dia de mais uma incrível live de python &lt;3

A incrível @mikaeriohana vai nos presentear com seus conhecime…","pt",0,2
"53","Fri Feb 07 01:13:34 +0000 2020",1225588378227421184,"O total de mortos, de acordo com o balanço que consolida dados dos 26 estados e do Distrito Federal, é de 51.271. N… https://t.co/fCoR4jVoeO","pt",1,0
"54","Thu Feb 06 14:57:03 +0000 2020",1225433225415348224,"RT @dunossauro: Jovennns, hoje é dia de mais uma incrível live de python &lt;3

A incrível @mikaeriohana vai nos presentear com seus conhecime…","pt",0,0
"55","Wed Feb 05 15:55:00 +0000 2020",1225085423006945280,"RT @dunossauro: Jovennns, hoje é dia de mais uma incrível live de python &lt;3

A incrível @mikaeriohana vai nos presentear com seus conhecime…","pt",0,1
"56","Wed Feb 05 15:53:27 +0000 2020",1225085032622100480,"RT @dunossauro: Jovennns, hoje é dia de mais uma incrível live de python &lt;3

A incrível @mikaeriohana vai nos presentear com seus conhecime…","pt",0,0
"57","Tue Feb 04 21:42:11 +0000 2020",1224810404758638592,"@Marcela_colibri Se tem tudo isso de caso que ELE DIZ, porque não tem publicação?
Dar a palavra, não é Ciencia, ent… https://t.co/0McGI9diKS","pt",0,3
"58","Tue Feb 04 16:50:35 +0000 2020",1224737023942184960,"RT @dunossauro: Jovennns, hoje é dia de mais uma incrível live de python &lt;3

A incrível @mikaeriohana vai nos presentear com seus conhecime…","pt",1,1
"59","Mon Feb 03 16:33:51 +0000 2020",1224370424445833216,"RT @dunossauro: Jovennns, hoje é dia de mais uma incrível live de python &lt;3

A incrível @mikaeriohana vai nos presentear com seus conhecime…","pt",0,0
"60","Sat Feb 01 16:55:53 +0000 2020",1223651191437045760,"Jovennns, hoje é dia de mais uma incrível live de python &lt;3

A incrível @mikaeriohana vai nos presentear com seus c… https://t.co/GgW8jrc5JU","pt",1,1
"61","Sat Feb 01 03:02:10 +0000 2020",1223441379763855360,"https://t.co/DlcOR6pqIz

alô @EduardoLeite_ acho imprescindível que aprendamos essa lição sobre Ciencia de Dados qu… https://t.co/HcBOSXI4b6","und",0,0
"62","Fri Jan 31 22:42:50 +0000 2020",1223376116477497344,"ideia da redação: falar sobre desafios das mulheres na Ciencia, mostrando exemplos de mulheres cientistas bem suced… https://t.co/Igiteh3nsQ","und",0,0
"63","Fri Jan 31 21:47:36 +0000 2020",1223362218642812928,"Apesar do negacionismo, esse fds lembrei da importância que foi o Isolamento Social no Recife, o melhor e mais efic… https://t.co/zVNGzRJ7mq","en",0,6
"64","Fri Jan 31 19:51:21 +0000 2020",1223332964458737664,"Apesar do negacionismo, esse fds lembrei da importância que foi o Isolamento Social no Recife, o melhor e mais efic… https://t.co/9pY0hFHE3F","pt",0,3
"65","Fri Jan 31 13:20:38 +0000 2020",1223234634818912256,"+ Engenheiros de Computação, profissionais de estatística e matemática e outros que decidem se especializar na Ciên… https://t.co/nw13veyvkj","pt",1,5
"66","Thu Jan 30 23:47:41 +0000 2020",1223030052490829824,"Que curso fazer para se tornar um cientista de dados?
Não existe uma profissão específica para a Ciencia de Dados,… https://t.co/CuHNZW1FI2","und",0,0
"67","Thu Jan 30 17:24:38 +0000 2020",1.222933654328e+18,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,0
"68","Thu Jan 30 11:01:01 +0000 2020",1222837114506792960,"Estatística e Ciencia de Dados nos tempos da trendtopics https://t.co/GuSixYrui4 via @YouTube","pt",1,3
"69","Wed Jan 29 00:07:51 +0000 2020",1222310350814662656,"Acompanhe AO VIVO o Webinar Estatística e Ciencia de Dados nos tempos da trendtopics. Acesse https://t.co/dR5ZGQRyf8 https://t.co/ntjtGundSE","pt",0,0
"70","Tue Jan 28 23:57:06 +0000 2020",1222307644117082112,"Ótimas dicas para quem quer iniciar em Ciencia de Dados 
https://t.co/ENeIv3oDBX","pt",0,0
"71","Tue Jan 28 14:25:14 +0000 2020",1222163729082548224,"Assistindo a aula sobre montagem de bancos de dados para pesquisa em Ciencia Politica e vendo que preciso voltar a estudar metodologia.","pt",1,0
"72","Mon Jan 27 14:41:16 +0000 2020",1221805377039273984,"Tomando suco verde enquanto ingresso na próxima aula de fundamentos da Ciencia de Dados.","pt",0,0
"73","Mon Jan 27 11:28:43 +0000 2020",1221756921654513664,"@thabataganga Totalmente a favor do Sci-Hub e Ciencia 100% aberta! Códigos sempre disponíveis e dados sempre que po… https://t.co/dXKgDvbUpu","pt",0,0
"74","Mon Jan 27 11:08:03 +0000 2020",1221751716900745216,"RT @dii_lua: Gente,

Há um tempo venho tentando tornar Ciencia de Dados mais acessível. Sei que palestras/artigos não são suficiente, e por…","pt",1,0
"75","Sun Jan 26 17:28:44 +0000 2020",1221485133766778880,"@snorlaxbby amiga é aquele negócio de Ciencia de Dados, muito texto pra minha cabecinha, preciso de coisas mais práticas","pt",0,2
"76","Sun Jan 26 01:00:39 +0000 2020",1221236472126361600,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",1,4
"77","Fri Jan 24 11:26:41 +0000 2020",1220669245899624448,"@matheuxmendex @nataliakreuser vc toparia depois disponibilizar para um projeto de Ciencia de Dados?? com todos os… https://t.co/KzNzoUdHBR","pt",0,0
"78","Fri Jan 24 11:25:47 +0000 2020",1220669020086710272,"Em 1 minuto, o que eu preciso saber para começar na Ciencia dos dados?
.
Preciso de graduação? De qual?
.
O que pre… https://t.co/BgACDS5ppj","pt",0,0
"79","Tue Jan 21 13:29:05 +0000 2020",1219612884432498688,"RT @cyberjpunk: @M473V5 @LuizPaniza @deccache Posso dizer também que o que está sendo gasto é menos do que deveria, como por exemplo na saú…","pt",0,0
"80","Tue Jan 21 01:01:40 +0000 2020",1219424788768284672,"RT @dii_lua: Gente,

Há um tempo venho tentando tornar Ciencia de Dados mais acessível. Sei que palestras/artigos não são suficiente, e por…","pt",0,0
"81","Mon Jan 20 19:17:02 +0000 2020",1219338061064101888,"Quem puder contribuir com essa vakinha, eu agradeço.
É pra Letícia comprar equipamentos pra um canal bem legal sobr… https://t.co/GKe4bNLskg","pt",1,0
"82","Sat Jan 18 12:44:38 +0000 2020",1218514533595127808,"@Kauansemt @mariosergio2112 @cirogomes @NacProgressista Gostaria de saber se no PND do Ciro também vai ser implanta… https://t.co/GcHyXnN53j","en",0,0
"83","Fri Jan 17 22:33:25 +0000 2020",1218300318439682048,"@M473V5 @LuizPaniza @deccache Posso dizer também que o que está sendo gasto é menos do que deveria, como por exempl… https://t.co/2zuJp1Ilhx","pt",0,2
"84","Fri Jan 17 22:33:08 +0000 2020",1218300248914874368,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","es",0,0
"85","Fri Jan 17 13:56:55 +0000 2020",1218170338581843968,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",0,0
"86","Thu Jan 16 15:35:07 +0000 2020",1217832663559671808,"Toda vez que eu vejo alguma coisa de Ciencia dos Dados eu tenho vontade de chorar, juro! ME SINTO UMA MULHER BURRA, QUE SACO.","pt",1,0
"87","Thu Jan 16 00:10:06 +0000 2020",1217599875061288960,"@VSMBAHIA1981 @HelderGusso Ótima discussão. Meu mestrado foi em psicologia Experimental: Análise do Comportamento p… https://t.co/dZPhepqqpd","pt",0,0
"88","Wed Jan 15 23:06:36 +0000 2020",1217583892594659328,"Futurestep oferece vaga para São Paulo-SPAnalista SR De Ciencia de Dados Business Analytics https://t.co/Uxn6SGX4xW","pt",0,1
"89","Wed Jan 15 22:57:47 +0000 2020",1217581675313606656,"RT @Linsmarba: ""Os fanáticos religiosos refutam a Ciencia, entretanto, tentam provar a existência de Deus utizando dados científicos. A pro…","pt",0,0
"90","Wed Jan 15 22:57:37 +0000 2020",1217581631738982400,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",1,0
"91","Wed Jan 15 14:35:01 +0000 2020",1217455151432261632,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,2
"92","Wed Jan 15 03:22:58 +0000 2020",1217286023673253888,"@bomdiasophia é um programa de desenvolvimento, eles oferecem umas bolsas bem legais, tem diversos campos de atuaçã… https://t.co/ZHuXrhRDHO","pt",0,0
"93","Wed Jan 15 00:50:15 +0000 2020",1217247590556884992,"Novos NVIDIA A100 para IA, Ciencia de Dados e Computação Científica.
Cisco, Dell Technologies, HPE, Inspur, Lenovo… https://t.co/h8nRySk3yB","pt",1,6
"94","Tue Jan 14 13:58:36 +0000 2020",1217083596172877824,"@yasmincerenza @sccp_zi @secomvc @jairbolsonaro @minsaude De acordo com a apresentação desses dados não dá pra sabe… https://t.co/ckXGOBeeQW","pt",0,0
"95","Tue Jan 14 13:58:20 +0000 2020",1217083531798642688,"astrologia: tenta pré-determinar teu comportamento com base na classificação que tu recebe, até prever teu futuro q… https://t.co/LbjjTQ5MtJ","pt",0,3
"96","Mon Jan 13 16:50:16 +0000 2020",1216764411379056640,"O diretor da @IDDOnews, Philippe Guerín,  explica porque o agrupamento e padronização de dados é tão importante par… https://t.co/ItPXDOmWFP","pt",0,0
"97","Mon Jan 13 14:55:16 +0000 2020",1216735468479488000,"Com dados, pesquisas, evidências, ainda assim a Ciencia comete erros e tem limites; já os que sequer tem dados exce… https://t.co/7BpHpglH8H","pt",1,2
"98","Sun Jan 12 12:07:32 +0000 2020",1216330872217120768,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",1,0
"99","Sun Jan 12 12:03:22 +0000 2020",1216329822097608704,"Por meio de um curso da FGV, conheci esse site, que utilizando uma área específica da Ciencia de Dados, date for go… https://t.co/baJ2wyzHLi","pt",0,0
"100","Sun Jan 12 03:12:24 +0000 2020",1216196199352586240,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,0
"101","Sun Jan 12 03:07:14 +0000 2020",1216194898862444544,"@SenadoFederal O povo acordou.... Sabemos dos nr inflados para amendrotar o povo, sabemos dos desvios de milhões da… https://t.co/baBo7knj5W","pt",0,3
"102","Sun Jan 12 02:46:05 +0000 2020",1216189578501115904,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,0
"103","Sun Jan 12 02:43:59 +0000 2020",1216189047338684416,"Fabricantes usam Nvidia para acelerar IA, Ciencia de Dados e Computação Científica 
Ciencia de Dados, Cisco, Comput… https://t.co/a86D5OxiTT","pt",0,0
"104","Sat Jan 11 16:41:03 +0000 2020",1216037315296079872,"Acho que um dos maiores desafios do jornalismo nesse momento de trendtopics é conseguir fazer a devida divulgação cien… https://t.co/N2ithdBpRL","pt",0,1
"105","Sat Jan 11 14:32:53 +0000 2020",1216005060985073664,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,0
"106","Thu Jan 09 23:32:23 +0000 2020",1215416056191311872,"Introdução a Ciencia de Dados...","pt",1,4
"107","Thu Jan 09 02:04:55 +0000 2020",1215092054889586688,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",1,1
"108","Wed Jan 08 23:18:32 +0000 2020",1215050183274307584,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,0
"109","Tue Jan 07 18:01:30 +0000 2020",1.214608008032e+18,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",1,1
"110","Tue Jan 07 18:00:28 +0000 2020",1214607749180526592,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,1
"111","Tue Jan 07 13:59:15 +0000 2020",1214547046012739584,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",1,4
"112","Tue Jan 07 13:55:58 +0000 2020",1214546218669527040,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,0
"113","Mon Jan 06 15:30:29 +0000 2020",1214207617817554944,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,0
"114","Mon Jan 06 11:18:10 +0000 2020",1214144121348096000,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,1
"115","Sun Jan 05 18:32:42 +0000 2020",1.213891087301e+18,"Fabricantes de sistemas revelam servidores com tecnologia NVIDIA A100 para aceleração de IA, Ciencia de Dados e Com… https://t.co/DaEDOBmVFE","pt",0,3
"116","Sun Jan 05 17:39:39 +0000 2020",1213877735967412224,"Fabricantes de sistemas revelam servidores com tecnologia NVIDIA A100 para aceleração de IA, Ciencia de Dados e Com… https://t.co/nuhFF92SGd","pt",0,1
"117","Sun Jan 05 13:38:50 +0000 2020",1213817131231580160,"Sexta-feira passada 19 de junho, a conferência foi realizada
QUAL É O POTENCIAL DE Ciencia de Dados E INTELIGÊNCIA… https://t.co/ir0bs8N41I","pt",0,0
"118","Sun Jan 05 10:05:54 +0000 2020",1213763546506579968,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,0
"119","Sun Jan 05 02:36:26 +0000 2020",1213650434952515584,"@Nunnnnnno @tuvaisdesmenti1 @prontapratreta @zip55297372 E que a Ciencia se desenvolveu de forma abismal desde os a… https://t.co/Tc38qZZZg7","pt",0,1
"120","Sun Jan 05 02:31:28 +0000 2020",1213649185452507136,"RT @DoctoraGlas: Cuidado con esta elementa que utiliza una supuesta pureza ideológica y estricta neutralidad de la ciencia para negar la tr…","pt",0,1
"121","Sun Jan 05 02:31:03 +0000 2020",1213649078984282112,"@Mmoraisd13 se tu manjasse de ciencia de dados eu te chamava ):","pt",1,0
"122","Sat Jan 04 19:46:09 +0000 2020",1213547183720583168,"Além de inscrita sem ter  Ciencia no programa do database, tive meus dados roubados e o dinheiro retirado lá em Goiâ… https://t.co/FXMLXDL6ff","pt",1,0
"123","Sat Jan 04 19:11:55 +0000 2020",1213538568158797824,"Hoje - 18h00 <U+23F0>
Webinar Estatística e Ciencia de Dados nos tempos da trendtopics. Participe https://t.co/dR5ZGQRyf8 https://t.co/ZeCaPrzdq7","pt",0,0
"124","Sat Jan 04 19:05:08 +0000 2020",1213536858241679360,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,0
"125","Sat Jan 04 19:01:56 +0000 2020",1213536054302650368,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,2
"126","Sat Jan 04 18:56:39 +0000 2020",1213534725308063744,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"127","Sat Jan 04 18:55:53 +0000 2020",1213534534098132992,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"128","Sat Jan 04 18:54:54 +0000 2020",1213534284579065856,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"129","Sat Jan 04 18:54:32 +0000 2020",1213534191981355008,"Somos lo que vemos, sentimos y experimentamos, con nuestra alma y corazon y parte de ello esta probado por la cienc… https://t.co/M8my0iqIgL","pt",0,0
"130","Sat Jan 04 18:06:27 +0000 2020",1213522090244104192,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"131","Sat Jan 04 18:03:11 +0000 2020",1213521271402696704,"RT @senadorhumberto: O bigdata à Ciencia divertido o mytwitterdata ao analise mais legal de aplicativo no mundo. Somos python. E sql em casos, embo…","pt",0,0
